quinto,クイント
﻿application programming interface,アプリケーションプログラミングインタフェース
﻿application processor,アプリケーションプロセッサ
﻿applet,アプレット
﻿applet viewer,アプレットビューアー
﻿available bit rate,アベイラブルビットレイト
﻿Amiga,アミーガ
﻿America On Line,アメリカオンライン
﻿audible alarm speaker,アラームスピーカ
﻿alarm profile,アラームプロファイル
﻿alarm lamp,アラームランプ
﻿alignment test image,アラインメントテストイメージ
﻿alpha channel,アルファチャネル
﻿alpha test,アルファテスト
﻿Alpha Data,アルファデータ
﻿alphanumeric,アルファニューメリック
﻿alpha version,アルファバージョン
﻿array computer,アレイコンピュータ
﻿array processor,アレイプロセッサー
﻿Alex,アレックス
﻿uninstall,アンインストール
﻿UnCover,アンカバー
﻿answer file,アンサーファイル
﻿answer mode,アンサーモード
﻿unsubscribe,アンサブスクライブ
﻿unswizzle,アンスウィズル
﻿unspecified bit rate,アンスペシファイドビットレイト
﻿underflow,アンダーフロー
﻿Undelete,アンデリート
﻿ampersand,アンパサンド
﻿unpack,アンパック
﻿ambient,アンビエント
﻿Amphenol,アンフェノール
﻿unformat,アンフォーマット
﻿unmanaged code,アンマネージコード
﻿unload,アンロード
﻿EtherTalk,イーサトーク
﻿Ethernet address,イーサネットアドレス
﻿Ezweb,イージーウェブ
﻿eSuite,イースイート
﻿Easter egging,イースタエッグ
﻿edu,イーディーユー
﻿eBay,イーベイ
﻿eMachines,イーマシーンズ
﻿Emacs,イーマックス
﻿eucjis,イーユーシージス
﻿eWorld,イーワールド
﻿eject,イジェクト
﻿ejector button,イジェクトボタン
﻿establishment,イスタブリッシュメント
﻿initializer routine,イニシャライザルーチン
﻿initial cost,イニシャルコスト
﻿initial program load,イニシャルプログラムロード
﻿init,イニット
﻿enabler,イネーブラ
﻿event category,イベントカテゴリ
﻿event queue,イベントキュー
﻿event class,イベントクラス
﻿event driven,イベントドリブン
﻿event handler,イベントハンドラ
﻿event provider,イベントプロバイダ
﻿event property,イベントプロパティ
﻿event log,イベントログ
﻿event log entry,イベントログエントリー
﻿image size,イメージサイズ
﻿image scanner,イメージスキャナ
﻿imagesetter,イメージセッター
﻿image data,イメージデータ
﻿image buffer,イメージバッファ
﻿imagemap,イメージマップ
﻿imaging,イメージング
﻿Illustra,イラストラ
﻿inactive window,インアクティブウィンドウ
﻿incunabulum,インキュナブラ
﻿inking,インキング
﻿ink cartridge,インクカートリッジ
﻿ink jet printer,インクジェットプリンタ
﻿ink desktop,インクデスクトップ
﻿Inktomi,インクトミ
﻿inked ribbon,インクリボン
﻿incremental search,インクリメンタルサーチ
﻿incremental backup,インクリメンタルバックアップ
﻿Ingres,イングレス
﻿incircuit emulator,インサーキットエミュレータ
﻿insert mode,インサートモード
﻿indicator light,インジケータランプ
﻿installation program,インストールプログラム
﻿installation log file,インストールログファイル
﻿instruction set,インストラクションセット
﻿installation,インストレーション
﻿installation program,インストレーションプログラム
﻿interexchange,インターエクスチェンジ
﻿interoperability,インターオペラビリティ
﻿Intercast,インターキャスト
﻿InterCAFIS,インターキャフィス
﻿interQ,インターキュー
﻿InterSLIP,インタースリップ
﻿InterText,インターテキスト
﻿INTERTop,インタートップ
﻿internationalization,インターナショナライゼーション
﻿InterNIC,インターニック
﻿Internet access,インターネットアクセス
﻿Internet Explorer,インターネットエクスプローラ
﻿Internet Society,インターネットソサエティ
﻿Internet Data Center,インターネットデータセンター
﻿Internet Phone,インターネットフォン
﻿Internet provider,インターネットプロバイダ
﻿Internet mail,インターネットメール
﻿Internet relay chat,インターネットリレーチャット
﻿Internet worm,インターネットワーム
﻿interval timer,インターバルタイマ
﻿interface adapter,インターフェースアダプタ
﻿interface builder,インターフェースビルダ
﻿interface board,インターフェイスボード
﻿Interface Message Processor,インターフェイスメッセージプロセッサー
﻿InterMedia,インターメディア
﻿interleaving,インターリービング
﻿interleaved memory,インターリーブメモリ
﻿interlace,インターレース
﻿interworking,インターワーキング
﻿interface address,インタフェースアドレス
﻿interface card,インタフェースカード
﻿interface module,インタフェースモジュール
﻿interactive television,インタラクティブテレビ
﻿interactive button,インタラクティブボタン
﻿interleave,インタリーブ
﻿interlace,インタレース
﻿interest group,インタレストグループ
﻿integrated routing,インテグレーティドルーチング
﻿intelligent cable,インテリジェントケーブル
﻿intelligent database,インテリジェントデータベース
﻿intelligent netowrk,インテリジェントネットワーク
﻿intelligent hub,インテリジェントハブ
﻿intelligent mux,インテリジェントマルチプレクサ
﻿indexer,インデクサ
﻿index track,インデックストラック
﻿index buffer,インデックスバッファ
﻿indexed file,インデックスファイル
﻿index hole,インデックスホール
﻿index register,インデックスレジスタ
﻿intrastat,イントラスタット
﻿IntranetWare,イントラネットウェア
﻿inbound,インバウンド
﻿impact printer,インパクトプリンタ
﻿Infoseek,インフォシーク
﻿infostructure,インフォストラクチャー
﻿InfoSphere,インフォスフィア
﻿infortainment,インフォテイメント
﻿InfoNavigator,インフォナビゲーター
﻿Informix,インフォミックス
﻿information superhighway,インフォメーションスーパーハイウェイ
﻿Infomosaic,インフォモザイク
﻿infrastructure,インフラストラクチャ
﻿infrastructure mode,インフラストラクチャモード
﻿infrared interface,インフレアドインタフェース
﻿input port,インプットポート
﻿input method,インプットメソッド
﻿inline image,インラインイメージ
﻿inline object,インラインオブジェクト
﻿inline style,インラインスタイル
﻿inline discussion,インラインディスカッション
﻿Wizardry,ウィザードリー
﻿Willamette,ウィラメット
﻿virus protection,ウィルスプロテクション
﻿WinFTP,ウィンエフティーピー
﻿WinG,ウィンジー
﻿WinZip,ウィンジップ
﻿WindSock,ウィンソック
﻿WinTach,ウィンタッチ
﻿winchester disk,ウィンチェスターディスク
﻿winchester technology,ウィンチェスタテクノロジ
﻿Winchester disk,ウィンチェスタディスク
﻿Wintel,ウィンテル
﻿Windows accelerator board,ウィンドウアクセラレータボード
﻿window system,ウィンドウシステム
﻿Windows accelerator,ウィンドウズアクセラレータ
﻿Windows XP,ウィンドウズエックスピー
﻿WindowsNT,ウィンドウズエヌティー
﻿WindowsMe,ウィンドウズミー
﻿windowing software,ウィンドウソフトウェア
﻿window manager,ウィンドウマネージャ
﻿Winbiff,ウィンビフ
﻿WinVN,ウィンブイエヌ
﻿WinHEC,ウィンヘック
﻿virus signature,ウイルスシグネチャ
﻿virus checker,ウイルスチェッカ
﻿virus check,ウイルスチェック
﻿virus checker software,ウイルスチェックソフトウェア
﻿window menu,ウインドウメニュー
﻿wearable personal computer,ウェアラブルパソコン
﻿Whetstone,ウェットストーン
﻿Web Explorer,ウェブエクスプローラ
﻿WebZine,ウェブジン
﻿WebDB,ウェブデービー
﻿web designer,ウェブデザイナ
﻿WebdeW,ウェブデュー
﻿WesternDigital,ウエスタンデジタル
﻿war dialer,ウォーダイヤラ
﻿war dialing,ウォーダイヤリング
﻿war driving,ウォードライビング
﻿warm start,ウォームスタート
﻿warm boot,ウォームブート
﻿wall circuit breaker,ウォールサーキットブレーカ
﻿wall paper,ウォールペーパー
﻿watchdog timer,ウォッチドッグタイマ
﻿watchdog timer,ウォッチドッグタイマー
﻿watchdog driver,ウォッチドッグドライバ
﻿outsourcing,ウトソーシング
﻿Ultima,ウルティマ
﻿UltraSPARC,ウルトラスパーク
﻿agent,エージント
﻿AT command,エーティーコマンド
﻿Air Mosaic,エアモザイク
﻿Ada,エイダ
﻿aliasing,エイリアシング
﻿expansion cabinet panel,エキスパンションキャビネットパネル
﻿Expand Book,エキスパンドブック
﻿Exabyte,エクサバイト
﻿extended memory,エクステンドメモリ
﻿extended memory block,エクステンドメモリプロック
﻿execute,エグゼキュート
﻿echo canceller,エコーキャンセラ
﻿echo cancellation,エコーキャンセル
﻿echo check,エコーチェック
﻿escrow service,エスクローサービス
﻿escape sequence,エスケープシーケンス
﻿sjis,エスジス
﻿Essbase,エスベース
﻿xDSL,エックスディエスエル
﻿edge subscription,エッジサブスクリプション
﻿edge subscription file,エッジサブスクリプションファイル
﻿edit box,エディットボックス
﻿edutainment,エデュテインメント
﻿energy saver,エナジーセーバ
﻿energy save mode,エナジーセーブモード
﻿NSFnet,エヌエスエフネット
﻿NTT Directory,エヌティーティーディレクトリ
﻿NlightN,エヌライトン
﻿Energy Star,エネルギースター
﻿effector,エフェクタ
﻿effect compiler,エフェクトコンパイラ
﻿EmEditor,エムエディタ
﻿emoticon,エモーティコン
﻿error code,エラーコード
﻿error check,エラーチェック
﻿error handling,エラーハンドリング
﻿error free,エラーフリー
﻿error rate,エラーレート
﻿error level,エラーレベル
﻿error log,エラーログ
﻿area code,エリアコード
﻿Ericsson,エリクソン
﻿ergonomics,エルゴノミクス
﻿ergonomic keyboard,エルゴノミックキーボード
﻿electrical key,エレクトリカルキー
﻿electric commerce,エレクトリックコマース
﻿electronic cafe,エレクトロニックカフェ
﻿electronic commerce,エレクトロニックコマース
﻿encapsulation,エンキャプシュレーション
﻿encrypt,エンクリプト
﻿engineering workstation,エンジニアリングワークステーション
﻿Enter key,エンターキー
﻿en dash,エンダッシュ
﻿entry machine,エントリーマシン
﻿entry model,エントリーモデル
﻿entry point,エントリポイント
﻿entry machine,エントリマシン
﻿entry model,エントリモデル
﻿End key,エンドキー
﻿end system,エンドシステム
﻿end to end,エンドツーエンド
﻿endpoint,エンドポイント
﻿end user computing,エンドユーザーコンピューティング
﻿Enhanced IDE,エンハンストアイディーイー
﻿enhanced parallel interface,エンハンストパラレルインタフェース
﻿enhanced mode,エンハンストモード
﻿enhanced mode,エンハンスドモード
﻿Yen mark,エンマーク
﻿organization,オーガナイゼーション
﻿authoring system,オーサリングシステム
﻿authoring software,オーサリングソフト
﻿authoring software,オーサリングソフトウェア
﻿authoring platform,オーサリングプラットフォーム
﻿authoring program,オーサリングプログラム
﻿auto indent,オートインデント
﻿auto scroll,オートスクロール
﻿autoscaling,オートスケーリング
﻿auto save,オートセーブ
﻿auto dial,オートダイヤル
﻿auto transformer,オートトランスフォーマー
﻿autonomic computing,オートノミックコンピューティング
﻿auto power off,オートパワーオフ
﻿auto white balance,オートホワイトバランス
﻿automount,オートマウント
﻿auto retract,オートリトラクト
